Number,Gender,Title,First Name,Initial,Last Name,Address 1,Address 2,City,PROV,Postal Code,Email Address,Telephone Number,DOB,SIN,Expiry, Balance 
205014,female,Ms.,Jamie,R,Fuller,4438 Old Spallumcheen Rd,,Hope,BC,V0X 1L0,jamierfuller@gmail.com,604-869-7802,5/22/1961,785201872,25-Jun,"$30,835 "
205034,female,Mrs.,Catherine,P,Turner,3571 De L'Acadie Boul,,Montreal,QC,H4N 3C5,catherinepturner@gmail.com,514-953-5513,1/1/1991,278711171,25-Sep,"$30,831 "
205036,female,Mrs.,Mary,C,Murray,3028 Glover Road,,Surrey,BC,V3T 1Y8,marycmurray@hotmail.com,604-634-0554,7/10/1974,785257874,23-May,"$30,715 "
205039,male,Mr.,William,E,Ward,399 Blanshard,,Victoria,BC,V8W 2H9,williameward@gmail.com,250-995-5407,8/2/1957,785470873,27-Nov,"$30,694 "
205040,female,Mrs.,Nichole,E,Gomez,4140 Charleton Ave,,Hamilton,ON,L8N 3X3,nicholeegomez@gmail.com,905-536-6920,5/8/2002,452756620,25-Nov,"$30,694 "
205044,female,Ms.,Rosario,P,Kraft,1871 rue de la Gauchetière,,Montreal,QC,H3B 2M3,rosariopkraft@live.ca,514-398-4089,12/4/1968,278764105,27-Jul,"$30,216 "
205046,female,Ms.,Elizabeth,W,Obrien,2849 Dundas St,Unit 47,Toronto,ON,M2N 2G8,elizabethwobrien@hotmail.com,416-225-0580,11/18/1992,452805831,26-Dec,"$30,216 "
205048,male,Mr.,Nicholas,D,Bernier,4274 Quayside Dr,,New Westminster,BC,V3M 6A1,nicholasdbernier@hotmail.com,604-351-2577,12/11/1972,786188888,27-Jul,"$262,200 "
205050,male,Mr.,Peter,Y,Jepson,814 Victoria Park Ave,,Toronto,ON,M2J 3T7,peteryjepson@hotmail.com,416-794-7540,9/18/1937,453044661,26-Mar,"$247,500 "
205052,female,Ms.,Julia,D,Martinez,4259 Brant Ave,,Eaglesham,AB,T1T 1T1,juliadmartinez@gmail.com,780-359-9172,9/9/1947,637476482,26-Apr,"$246,178 "
205055,female,Mrs.,Lynnette,J,Butz,948 St. John Street,,Bengough,SK,S4P 3Y2,lynnettejbutz@gmail.com,306-268-6119,12/20/1942,637562612,25-Mar,"$246,178 "
205058,female,Mrs.,Gerry,R,Logan,557 Islington Ave,,Toronto,ON,M9V 2X5,gerryrlogan@gmail.com,416-451-8754,9/23/1996,453145997,27-Nov,"$238,791 "
205061,male,Mr.,Richard,K,Proper,4157 Albert Street,,Hafford,SK,S4P 3Y2,richardkproper@gmail.com,306-549-0582,3/11/1949,637934381,23-Oct,"$238,791 "
205145,male,Mr.,Gregory,J,Pruitt,3383 Dominion St,,Alexandria,ON,K0C 1A0,gregoryjpruitt@live.com,613-525-8424,10/29/1940,453219941,23-Sep,"$236,716 "
205147,female,Ms.,Tamar,S,Burgess,4500 Kennedy Rd,,Lindsay,ON,K9V 4A4,tamarsburgess@hotmail.com,705-344-8436,12/5/1999,453344574,23-Apr,"$236,716 "
205150,female,Dr.,Holly,C,Martinson,2263 rue Levy,,Montreal,QC,H3C 5K4,hollycmartinson@gmail.com,514-795-2374,1/9/1963,279811079,25-Mar,"$188,378 "
205151,female,Ms.,Janice,G,Lee,3016 Roger Street,,Nanaimo,BC,V9R 5H9,janiceglee@telus.net,250-729-7751,4/18/1943,786216432,24-Apr,"$186,408 "
205154,female,Dr.,Elaine,L,Rose,4316 Victoria Park Ave,,Toronto,ON,M2J 3T7,elainelrose@gmail.com,416-790-3404,7/16/1959,453375545,23-Jul,"$186,408 "
205156,male,Mr.,Bobby,D,Krogman,3127 Elizabeth St,,Toronto,ON,M5G 2J5,bobbydkrogman@yahoo.com,416-673-3329,9/9/2002,453407397,24-Mar,"$165,452 "
205158,female,Ms.,Karen,A,Rodriquez,4778 Sixth Street,,New Westminster,BC,V3L 3C1,karenarodriquez@gmail.com,604-522-6402,3/16/1955,786218099,24-Jun,"$165,452 "
205160,female,Ms.,Amanda,M,Nolte,4957 Kinchant St,,Sardis,BC,V2R 1C8,amandamnolte@gmail.com,604-824-3931,8/5/1974,786259044,27-Sep,"$161,020 "
205162,female,Ms.,Clara,T,Hughes,4739 Joseph St,,Kincardine,ON,N2Z 1Z9,clarathughes@gmail.com,519-396-5702,10/26/1944,453585325,27-Dec,"$155,250 "
205165,female,Ms.,Karen,J,Bennett,4425 Dry Pine Bay Rd,,Coniston,ON,P0M 1M0,karenjbennett@gmail.com,705-694-1704,5/9/1968,453655854,23-Dec,"$154,385 "
205168,female,Mrs.,Lillian,J,Hyatt,2779 Haaglund Rd,,Midway,BC,V0H 1M0,lillianjhyatt@gmail.com,250-449-6183,3/20/1965,786555722,27-Mar,"$144,932 "
205171,female,Ms.,Elma,B,Huey,454 St. John Street,,Invermay,SK,S4P 3Y2,elmabhuey@yahoo.com,306-593-5702,3/25/2003,638114579,23-Nov,"$143,244 "
205198,male,Mr.,Gabriel,W,Mitchell,1695 Weir Crescent,,Toronto,ON,M1E 3T8,gabrielwmitchell@gmail.com,416-937-0029,12/18/1940,453688459,25-May,"$143,244 "
205200,female,Ms.,Debbie,F,Patterson,2303 Yoho Valley Road,,Spillimacheen,BC,V0A 1P0,debbiefpatterson@gmail.com,250-346-4023,8/24/1995,786748145,23-Oct,"$142,862 "
205203,male,Mr.,James,K,Negron,2867 chemin Hudson,,Montreal,QC,H4J 1M9,jamesknegron@gmail.com,514-291-1625,7/11/1972,279954143,25-Apr,"$141,740 "
205204,male,Mr.,Nathan,G,Rivera,4582 Wellington Street,,Toronto,ON,M9C 3J5,nathangrivera@gmail.com,416-984-8741,5/15/1945,453703845,27-Jul,"$141,395 "
205207,female,Ms.,Aleta,B,Bergstrom,875 90th Avenue,,Hanna,AB,T0J 1P0,aletabbergstrom@gmail.com,403-857-0145,8/10/1952,638157982,23-Sep,"$137,430 "
205209,female,Ms.,Sandra,R,Souza,1687 Lauzon Parkway,,La Salle,ON,N9J 1M9,sandrarsouza@gmail.com,519-978-0166,5/30/1943,453818155,26-Feb,"$136,535 "
205211,male,Mr.,Robert,G,Bourdeau,1734 Robson St,,Vancouver,BC,V6B 3K9,robertgbourdeau@gmx.com,604-683-1602,1/7/1946,786763862,25-Sep,"$136,170 "
205212,female,Ms.,Natasha,F,Ammons,855 Fallon Drive,,Bothwell,ON,N0P 1C0,natashafammons@gmail.com,519-695-9311,11/30/1970,453829061,27-Jan,"$136,170 "
205215,male,Mr.,Nathan,C,Frey,37 1st Ave,,Yorkton,SK,S3N 1J6,nathancfrey@gmail.com,306-782-5937,9/1/1952,638311977,27-Mar,"$135,128 "
205218,female,Dr.,Paula,E,Faust,4969 Runnymede Rd,,Toronto,ON,M6S 2Z7,paulaefaust@gmail.com,416-604-1557,11/25/1938,453862393,27-Mar,"$133,052 "
205220,male,Mr.,Billy,J,Priddy,3317 Lock Street,,Galt,ON,N1R 3Y8,billyjpriddy@outlook.com,519-620-9357,12/22/1941,453885188,23-Feb,"$130,539 "
205223,male,Mr.,Collin,L,Johnston,3016 Bayfield St,,Barrie,ON,L4M 4S8,collinljohnston@gmail.com,705-716-9034,4/3/1968,453920860,26-Aug,"$127,215 "
205225,female,Ms.,Melida,L,Carr,3995 Hastings Street,,Vancouver,BC,V6C 1B4,melidalcarr@hotmail.com,604-727-5948,2/8/1973,786834481,24-Aug,"$123,200 "
205227,female,Mrs.,Christy,J,McCarter,2724 Pitt St,,Cornwall,ON,K6J 3R2,christyjmccarter@hotmail.com,613-932-1079,1/13/1960,454052333,25-Oct,"$121,154 "
205229,male,Mr.,Alphonso,O,Murphy,112 avenue de Port-Royal,,Bonaventure,QC,G0C 1E0,alphonsoomurphy@queensu.ca,418-534-4876,1/11/1978,280121906,23-May,"$120,841 "
205231,female,Mrs.,Stephanie,J,Shepherd,2545 Wascana Parkway,,Regina,SK,S4S 2R3,stephaniejshepherd@gmail.com,306-522-6139,7/6/1993,638493742,24-Sep,"$120,841 "
205234,male,Mr.,Joshua,K,Martin,146 Tchesinkut Lake Rd,,Hansard,BC,V0J 2Z0,joshuakmartin@gmai.com,250-966-3633,10/7/1979,787029230,24-Jan,"$117,406 "
205237,male,Mr.,Glenn,A,Hearne,4339 7th Ave,,Calgary,AB,T2P 0W4,glennahearne@pinchin.com,403-267-8856,7/6/1937,638517300,24-Apr,"$117,124 "
205240,female,Ms.,Sandra,R,Rank,588 Kennedy Rd,,Lindsay,ON,K9V 4A4,sandrarrank@hotmail.com,705-340-9755,9/20/1971,454059825,26-Aug,"$117,124 "
205245,female,Mrs.,Leeann,D,Ogata,3803 Eglinton Avenue,Unit 513,Toronto,ON,M4P 1A6,leeanndogata@gmail.com,647-274-5529,9/16/1975,454148685,26-Aug,"$116,604 "
205247,male,Mr.,Daniel,A,Morris,4137 3rd Avenue,,Lethbridge,AB,T1J 0J9,danielamorris@amiranddanielle.com,403-634-2114,5/29/1956,638527358,23-Feb,"$115,851 "
205250,male,Mr.,Carl,N,Craft,638 Carling Avenue,s 210,Ottawa,ON,K1Z 7B5,carlncraft@hotmail.com,613-286-4060,5/14/1977,454234519,25-Oct,"$115,346 "
205251,female,Ms.,Lori,J,Boggs,1353 Bay Street,,Toronto,ON,M5J 2R8,lorijboggs@gmail.com,647-899-0745,1/6/1999,454384413,23-Jan,"$110,884 "
205253,male,Mr.,Louis,M,Mata,2327 rue des Églises Est,,Bishopton,QC,J0B 1G0,louismmata@gmail.com,819-884-0818,1/28/1957,280373895,26-Nov,"$108,382 "
205255,male,Mr.,Julian,L,Rodgers,2611 Merton Street,,Toronto,ON,M1L 3K7,julianlrodgers@gmail.com,416-988-8926,11/23/2000,454500612,26-Sep,"$108,147 "
205258,male,Mr.,Roger,D,Patrick,3773 184th Street,,Edmonton,AB,T5J 2R4,rogerdpatrick@gmail.com,780-440-2213,1/5/1958,638664524,27-Feb,"$107,550 "
205259,male,Mr.,Charles,B,Jones,810 Carling Avenue,,Ottawa,ON,K1Z 7B5,charlesbjones@gmail.com,613-795-9211,11/25/2002,454834151,26-Dec,"$106,913 "
205262,female,Ms.,Gloria,W,Hatch,3035 Kennedy Rd,,Lindsay,ON,K9V 4A4,gloriawhatch@hotmail.com,705-324-6324,11/13/1987,455036541,25-Sep,"$104,665 "
205264,female,Mrs.,Shirley,R,McDonald,532 Lillooet Street,,Prince Albert,SK,S6V 1B3,shirleyrmcdonald@hotmail.com,306-922-1307,2/2/1964,638720755,27-Nov,"$103,224 "
205266,female,Mrs.,Juanita,S,Kirkland,1729 Eglinton Avenue,,Toronto,ON,M4P 1A6,juanitaskirkland@gmail.com,647-688-9326,11/20/1993,455153999,23-Sep,"$103,224 "
205268,male,Mr.,Anthony,C,Best,676 Lynden Road,,Mount Hope,ON,L0R 1W0,anthonycbest@sympatico.ca,905-679-0704,9/19/1945,455303172,25-Dec,"$102,850 "
205270,female,Ms.,Melissa,G,Shriner,4046 Main St,,Porcupine Plain,SK,S0E 1H0,melissagshriner@gmail.com,306-278-8226,2/15/1974,638781062,24-Jun,"$100,740 "
205273,female,Ms.,Marsha,M,Zank,3640 Nootka Street,,Vancouver,BC,V5M 3M5,marshamzank@rogers.com,778-834-8301,6/18/1944,787133511,27-Oct,"$100,376 "
205276,male,Dr.,Bruce,P,Wilson,4083 Scarth Street,,Montreal,QC,S4P 3Y2,brucepwilson@charleboislaw.com,514-488-7774,7/17/1996,280836172,24-Jun,"$100,050 "
205278,female,Ms.,Alexandra,J,Vaccaro,2641 Beaver Creek,,Thornhill,ON,L4J 1W2,alexandrajvaccaro@gmail.com,905-709-5086,1/5/1948,455415349,27-Mar,"$99,815 "
205280,female,Mrs.,Mary,J,Weaver,3450 King George Hwy,,Surrey,BC,V3W 4E3,maryjweaver@grr.la,604-596-5517,10/22/1972,787898543,27-Feb,"$97,875 "
205283,female,Ms.,Caroline,K,Quintana,558 11th Ave,,Calgary,AB,T2P 1M6,carolinekquintana@gmail.com,403-781-5820,6/3/1993,638785840,26-Mar,"$97,461 "
205284,male,Mr.,Anthony,J,Velasquez,1001 Hyde Park Road,,London,ON,N6H 3S2,anthonyjvelasquez@me.com,519-471-1975,10/7/1997,455567362,26-Sep,"$91,328 "
205287,female,Mrs.,Sarah,M,Cherry,3121 Ontario St,BUZZER 370,St Catharines,ON,L2N 1S8,sarahmcherry@gmail.com,905-359-2192,1/29/1940,455674275,24-Dec,"$90,540 "
205289,male,Mr.,Darrin,B,Mills,755 Thurston Dr,,Hull,QC,K1A 0C9,darrinbmills@hotmail.com,819-639-7169,9/26/1983,281121954,25-Oct,"$90,540 "
205291,female,Mrs.,Gloria,W,Smith,2936 chemin Georges,,Chertsey,QC,J0K 3K0,gloriawsmith@gmail.com,450-882-7945,1/16/1964,281240564,23-Nov,"$89,030 "
205293,female,Mrs.,Carol,A,Patterson,420 102nd Avenue,,Fort St John,BC,V1J 4M7,carolapatterson@gmail.com,250-271-2259,11/20/1986,788035210,23-May,"$89,030 "
205295,male,Mr.,Stephen,T,Bates,1253 rue des Églises Est,,Notre Dame Du Laus,QC,J0X 2M0,stephentbates@gmail.com,819-767-5672,9/9/1980,281877050,24-Jan,"$87,458 "
205298,female,Mrs.,Charline,R,Cartier,2308 Barrydowne Road,,Sudbury,ON,P3E 5K3,charlinercartier@gmail.com,705-564-5347,5/21/1999,455719831,23-Aug,"$87,251 "
205301,male,Mr.,John,R,Merrill,2457 137th Avenue,,Edmonton,AB,T5B 3V4,johnrmerrill@icloud.com,780-479-6681,1/9/1966,638849414,24-Feb,"$84,444 "
205304,male,Mr.,Frederick,J,Butler,2227 Maynard Rd,,Calgary,AB,T2E 6J8,frederickjbutler@yahoo.com,403-923-4166,11/10/1969,638878207,26-Nov,"$84,444 "
205314,female,Mrs.,Linda,J,Wilson,3076 Nootka Street,,Vancouver,BC,V5M 3M5,lindajwilson@msn.com,778-835-8562,7/18/1994,788062644,23-Dec,"$84,304 "
205316,male,Mr.,Richard,C,Velasco,2934 York St,,London,ON,N5W 2S9,richardcvelasco@rogers.com,519-670-9505,11/5/1957,455901850,23-Sep,"$84,304 "
205319,male,Mr.,Michael,L,Kendricks,913 Islington Ave,,Toronto,ON,M9V 2X5,michaellkendricks@icloud.com,416-746-3955,8/15/1997,455907097,26-Jun,"$81,613 "
205320,male,Mr.,Michael,N,Glancy,14 chemin Hudson,,Montreal,QC,H4J 1M9,michaelnglancy@gmail.com,514-265-5688,9/10/2002,281987115,27-Apr,"$80,663 "
205323,male,Mr.,Brian,B,Morrison,3260 Tycos Dr,,Toronto,ON,M5T 1T4,brianbmorrison@outlook.com,416-948-1549,4/19/1989,456079227,25-Oct,"$79,663 "
205325,female,Ms.,Patsy,D,Depriest,301 rue Garneau,,Quebec,QC,G1V 3V5,patsyddepriest@aquashots.ca,418-456-2026,3/19/1952,282261833,23-Apr,"$79,655 "
205326,male,Mr.,Brady,D,Haynes,2465 Kinchant St,,Rutland,BC,V2X 2A2,bradydhaynes@uwalumni.com,250-491-8797,4/11/1955,788146405,27-Jul,"$79,063 "
205328,male,Mr.,Richard,S,Peterson,4744 5th Avenue,,La Crete,AB,T0H 2H0,richardspeterson@hotmail.com,780-928-3733,9/7/1996,639016641,23-May,"$78,802 "
205331,female,Mrs.,Diane,J,Griggs,151 Nelson Street,Box 486,South Porcupine,ON,P0N 1K0,dianejgriggs@gmail.com,705-235-3519,3/21/1984,456161603,23-Jul,"$77,952 "
205332,female,Dr.,Kathleen,J,Dorris,1104 Tolmie St,,Vancouver,BC,V6B 6L8,kathleenjdorris@gmail.com,604-678-4462,10/22/1977,788259208,25-Mar,"$76,834 "
205335,female,Mrs.,Tammy,T,Kearney,2143 Wallace Street,,Nanaimo,BC,V9R 3A8,tammytkearney@gmail.com,250-713-3536,11/13/1954,788312908,24-Jun,"$76,798 "
205337,male,Mr.,Ruben,J,Deaton,1936 Galts Ave,,Red Deer,AB,T4N 5Z9,rubenjdeaton@gmail.com,403-321-3102,6/13/1942,639149855,24-May,"$76,798 "
205338,female,Ms.,Mary,R,Osborne,1414 Duke Street,,Montreal,QC,H3C 5K4,maryrosborne@outlook.com,514-208-0956,12/23/2001,282521392,25-May,"$76,512 "
205340,female,Mrs.,Mary,J,Infante,1527 40th Street,,Calgary,AB,T2P 4L4,maryjinfante@gmail.com,403-667-3712,4/25/1982,639200005,27-Oct,"$76,460 "
205343,female,Mrs.,Mary,R,McKittrick,3157 Burdett Avenue,,Kitimat,BC,V8C 1G3,maryrmckittrick@rogers.com,250-632-1931,7/5/1944,788938892,24-Aug,"$76,032 "
205344,male,Mr.,William,E,Gary,2987 137th Avenue,,Edmonton,AB,T5C 2L2,williamegary@live.com,780-456-8476,8/25/1954,639214949,25-Apr,"$75,263 "
205347,male,Mr.,Leonard,C,Powell,2214 Speers Road,,Oakville,ON,L6J 3X4,leonardcpowell@gmail.com,905-339-3118,4/14/1956,456173079,23-Jan,"$74,237 "
205349,female,Ms.,Latonya,J,Lipton,4718 Bloor Street,,Wainwright,AB,T0B 3G0,latonyajlipton@flkner.com,780-806-7339,4/16/1960,639389238,23-Apr,"$74,237 "
205351,female,Mrs.,Sylvia,F,Worthington,4584 Thurston Dr,,Orleans,ON,K1C 1T1,sylviafworthington@gmail.com,613-830-2209,3/21/1958,456260942,26-Jan,"$70,642 "
205353,male,Mr.,Gary,H,Slusher,3555 Bayfield St,,Barrie,ON,L4M 4S7,garyhslusher@gmail.com,705-828-7451,4/24/1980,456318492,24-Jul,"$67,620 "
205355,female,Ms.,Mary,D,Bermudez,4202 Davis Drive,,Newmarket,ON,L3Y 7B4,marydbermudez@gmail.com,905-251-8106,3/28/1960,456441633,25-Mar,"$66,960 "
205358,female,Ms.,Betty,J,Gault,1 Shaughnessy St,,Port Coquitlam,BC,V3C 4S7,bettyjgault@gmail.com,604-949-4272,5/29/1969,789006335,24-Jul,"$63,960 "
205360,male,Mr.,Darwin,M,Cook,4064 Tolmie St,,Vancouver,BC,V6B 5A1,darwinmcook@gmail.com,604-630-9826,5/8/1953,789009370,26-Jul,"$63,960 "
205362,male,Mr.,Aaron,K,Testa,3334 Toy Avenue,Apt 406,Oshawa,ON,L1G 6Z8,aaronktesta@yahoo.ca,905-410-6193,1/4/1971,456467992,27-May,"$63,249 "
205365,male,Mr.,Robert,A,Creamer,2831 Bellwood Acres Rd,,Huntsville,ON,P0A 1K0,robertacreamer@gmail.com,705-571-3434,5/25/1958,456652007,26-Feb,"$63,249 "
205366,female,Ms.,Gloria,K,Sliger,4705 Craven Place,,Medicine Hat,AB,T1A 0N1,gloriaksliger@hotmail.com,403-878-3252,2/8/2001,639524461,23-Feb,"$61,157 "
205369,male,Mr.,Blake,C,Jones,1105 49th Avenue,,Kugluktuk,NT,X0E 0E0,blakecjones@yahoo.com,867-982-5192,8/16/1938,639750629,26-Feb,"$59,860 "
205371,male,Mr.,Kevin,M,McGuire,743 Eglinton Avenue,,Toronto,ON,M4P 1A6,kevinmmcguire@gmail.com,416-904-5228,2/26/1940,456702356,27-Sep,"$58,995 "
205373,male,Mr.,Jonathan,S,Durham,268 Galts Ave,,Red Deer,AB,T4N 2A6,jonathansdurham@gmail.com,403-304-0349,4/27/1990,639762533,24-May,"$57,456 "
205375,male,Mr.,Steven,N,Blevins,81 Heritage Drive,,Calgary,AB,T2V 2W2,stevennblevins@hotmail.com,403-660-6384,10/20/1951,639831635,25-Aug,"$56,245 "
205377,female,Mrs.,Michelle,A,Mauk,1961 Eagle Rd,,Toronto,ON,M8Z 4H4,michelleamauk@yahoo.com,416-231-1474,7/4/1950,456901636,24-Dec,"$55,484 "
205380,male,Mr.,John,J,Finklea,3450 Fallon Drive,,Port Lambton,ON,N0P 2B0,johnjfinklea@gmail.com,519-677-2158,9/7/1939,457005098,27-Aug,"$53,751 "
205383,female,Ms.,Gabriela,R,Nardi,2881 Neilson Avenue,,Toronto,ON,M1M 1V1,gabrielarnardi@gmail.com,416-265-0354,11/2/1997,457015881,24-Mar,"$52,521 "
205386,male,Mr.,Leonard,P,Osborn,4665 Manitoba Street,,Huntsville,ON,P1H 1P2,leonardposborn@gmail.com,705-380-0888,6/27/1961,457033439,26-Jun,"$52,200 "
205387,male,Mr.,Michael,K,Jude,2449 Adelaide St,,Toronto,ON,M5H 1P6,michaelkjude@gmail.com,416-364-8353,9/5/1995,457249605,24-Oct,"$50,163 "
205389,male,Mr.,Jeffrey,B,Banks,667 rue des Églises Est,,Nedelec,QC,J0Z 2Z0,jeffreybbanks@shaw.ca,819-784-9161,4/28/1969,282582147,25-Apr,"$50,163 "
205392,female,Mrs.,Glenda,H,Grande,1320 Papineau Avenue,,Montreal,QC,H2K 4J5,glendahgrande@gmail.com,514-296-0596,6/7/1993,283592582,25-Sep,"$49,358 "
205393,female,Mrs.,Jessica,J,Hower,4394 rue Levy,,Montreal,QC,H3C 5K4,jessicajhower@hotmail.com,514-796-9256,10/24/1951,284078664,26-Mar,"$49,159 "
205396,female,Mrs.,Sophia,W,Turcotte,1627 Pitfield Blvd,,Laval,QC,H7A 4B7,sophiawturcotte@gmail.com,450-666-7369,9/27/1988,284196680,24-Feb,"$48,930 "
205398,female,Mrs.,Danielle,B,Anderson,2329 50th Street,,Edmonton,AB,T6B 2W9,daniellebanderson@yahoo.com,780-818-0616,6/9/1945,639988203,24-Dec,"$48,444 "
205400,female,Ms.,Jena,E,Johnson,4579 Adelaide St,Suite 1302,Toronto,ON,M5H 1P6,jenaejohnson@gmail.com,416-981-1866,9/5/1948,457375962,25-Jan,"$48,257 "
205402,female,Mrs.,Rachel,L,White,3470 rue de la Gauchetière,,Montreal,QC,H3B 2M3,rachellwhite@gmail.com,514-866-2272,2/9/1990,284201985,23-May,"$48,111 "
205404,female,Ms.,Susan,S,Linder,1573 Reserve St,,Bobcaygeon,ON,K0M 1A0,susanslinder@grr.la,705-738-3262,3/3/1942,457442887,23-Mar,"$47,900 "
205407,female,Ms.,Diana,K,Weis,55 Reserve St,,Kinmount,ON,K0M 2A0,dianakweis@gmail.com,705-488-3981,10/25/1937,457645976,27-Jul,"$47,787 "
205410,female,Mrs.,Catherine,J,Manning,608 James Street,,Burnaby,BC,V5G 4W7,catherinejmanning@gmail.com,604-968-1188,5/25/1996,789049061,25-Apr,"$47,328 "
205413,male,Mr.,George,R,Ramirez,3268 Danforth Avenue,,Toronto,ON,M4K 1A6,georgerramirez@gmail.com,416-404-9079,6/23/1939,457692242,27-Jun,"$47,328 "
205425,female,Mrs.,Gretchen,J,Punch,1628 Bellwood Acres Rd,,Huntsville,ON,P0A 1K0,gretchenjpunch@gmail.com,705-783-0605,2/7/1983,457759504,24-Dec,"$46,342 "
205427,female,Mrs.,Valerie,D,Brewer,209 184th Street,,Edmonton,AB,T5J 2R4,valeriedbrewer@gmail.com,780-916-5401,12/11/1952,640039806,26-Apr,"$45,880 "
205430,female,Ms.,Maria,F,Koger,627 rue Boulay,,Acton Vale,QC,J0H 1A0,mariafkoger@outlook.com,450-546-4764,12/22/1967,284484128,25-Oct,"$45,880 "
205431,female,Mrs.,Becky,F,Chun,1561 Bridgeport Rd,,Milton,ON,L9T 1P4,beckyfchun@xplornet.ca,905-878-7462,9/27/1980,457783280,23-Oct,"$43,750 "
205434,male,Mr.,Benjamin,L,Metz,3385 Blind Bay Road,,Little Fort,BC,V0E 2C0,benjaminlmetz@gmail.com,250-677-6573,5/6/1997,789060860,25-Oct,"$43,750 "
205436,male,Mr.,Kenneth,R,Gibson,2070 Paris St,,Sudbury,ON,P3E 4K2,kennethrgibson@gmail.com,705-919-7846,3/8/1960,457820777,26-Apr,"$43,721 "
205438,female,Ms.,Evelyn,L,Fitzgerald,4001 rue des Églises Est,,Laurentides,QC,J0R 1C0,evelynlfitzgerald@shaw.ca,450-439-7250,10/13/1969,284592102,23-Mar,"$43,645 "
205440,male,Mr.,Curtis,J,Young,3573 Tanner Street,,Vancouver,BC,V5R 2T4,curtisjyoung@yahoo.com,604-880-7478,7/4/1944,789090172,25-Oct,"$43,645 "
205442,male,Mr.,Charles,N,Wareham,3188 boulevard des Laurentides,,Trois Rivieres,QC,G9A 1V7,charlesnwareham@gmail.com,819-698-4215,5/31/1984,284796901,25-Apr,"$42,941 "
205445,male,Mr.,Nicholas,J,Brant,960 Barton Street,,Waterdown,ON,L8G 3R4,nicholasjbrant@gmail.com,905-689-1765,8/6/1963,458011327,26-Dec,"$42,528 "
205448,female,Ms.,Hillary,J,Spears,1934 40th Street,,Calgary,AB,T2M 0G6,hillaryjspears@gmail.com,403-277-6918,4/13/1970,640076329,27-May,"$42,528 "
205451,female,Ms.,Karen,C,Miller,2843 Nelson Street,,Schreiber,ON,P0T 2S0,karencmiller@hotmail.comkalvinharvey1355,807-824-6773,4/27/1982,458219771,27-Dec,"$41,074 "
219021,male,Mr.,Robert,J,Price,1665 Galts Ave,,Red Deer,AB,T4N 2A6,robertjprice@gmail.com,403-358-1623,2/16/1958,640098224,23-Jan,"$40,788 "
219023,female,Ms.,Beth,T,Johnson,803 St George Street,,Vancouver,BC,V5T 1Z7,bethtjohnson@grr.la,604-708-4246,5/7/1961,789095387,26-Aug,"$40,716 "
219026,male,Mr.,Zachary,V,Anglin,4534 Brand Road,,Saskatoon,SK,S7K 1W8,zacharyvanglin@rogers.com,306-655-9803,5/20/1972,640161196,23-Sep,"$40,612 "
219027,male,Mr.,Paul,J,Wright,1641 90th Avenue,,Standard,AB,T0J 3G0,pauljwright@gmail.com,403-644-6065,9/27/2002,640189049,25-Mar,"$40,392 "
219030,female,Mrs.,Milagros,M,Vanhoose,1252 St. John Street,,Denzil,SK,S4P 3Y2,milagrosmvanhoose@gmail.com,306-358-5560,3/17/1986,640241642,27-Jun,"$40,020 "
219032,male,Mr.,Anthony,R,Franklin,2372 Orenda Rd,,Brampton,ON,L6W 1Z2,anthonyrfranklin@hotmail.com,905-450-9795,10/31/1964,458418217,24-Mar,"$39,788 "
219034,female,Mrs.,Nancy,L,Henry,550 Danforth Avenue,,Toronto,ON,M4K 1A6,nancylhenry@gmail.com,416-778-8316,10/3/1962,458429313,25-Jun,"$39,788 "
219036,male,Mr.,Jessie,N,Wade,324 Pape Ave,,Toronto,ON,M4E 2V5,jessienwade@gmail.com,416-698-0837,11/20/1955,458561529,26-Aug,"$39,449 "
219038,male,Mr.,Richard,A,Huffman,1698 Derry Rd,,Malton,ON,L4T 1A8,richardahuffman@rogers.com,416-771-4127,2/24/1947,458693199,24-Nov,"$39,400 "
219041,male,Mr.,Roger,A,Strobel,4388 Burdett Avenue,,Sidney,BC,V8L 1X3,rogerastrobel@gmail.com,250-655-2563,9/20/1983,789608528,27-May,"$39,072 "
219044,male,Mr.,Leo,G,Nash,1590 Brew Creek Rd,,North Pender Island,BC,V0N 2M1,leognash@visual-solutions.ca,250-629-9794,2/22/1942,789609690,23-Jan,"$39,072 "
219047,male,Mr.,Joseph,K,Myers,3279 Carling Avenue,Appartment 8,Ottawa,ON,K1Z 7B5,josephkmyers@gmail.com,613-866-6290,3/23/1950,458709805,26-Sep,"$38,885 "
219063,male,Mr.,Jack,V,McCrimmon,1599 90th Avenue,,Hussar,AB,T0J 1S0,jackvmccrimmon@outlook.com,403-787-5279,11/24/1948,640244646,27-May,"$38,500 "
219065,female,Ms.,Tonya,E,Peterson,1467 Pine Street,,Thorsby,AB,T0C 2P0,tonyaepeterson@sasktel.net,780-789-2342,10/24/1983,640418109,24-Feb,"$37,867 "
219068,male,Mr.,David,J,Green,9 Parkdale Avenue,,Hamilton,ON,L8K 1A4,davidjgreen@gmail.com,905-627-6346,9/15/1963,458746948,27-Feb,"$36,195 "
219069,male,Mr.,Myron,S,Collins,4647 White Point Road,,Barrington,NS,B0W 1E0,myronscollins@gmail.com,902-630-3471,5/31/1938,151686581,23-Jan,"$35,619 "
